当地时间 北京	T	Po	P	Pa	U
28.01.2009 14:00	5.9	760.0	763.1		19
28.01.2009 08:00	-4.8	760.4	763.5		40
28.01.2009 02:00	-6.2	759.2	762.3		49
27.01.2009 20:00	-3.5	758.7	761.8		34
27.01.2009 14:00	2.4	759.3	762.4		19
27.01.2009 08:00	-8.2	763.5	766.6		39
27.01.2009 02:00	-7.8	763.8	767.0		33
26.01.2009 20:00	-3.1	763.6	766.7		20
26.01.2009 14:00	3.8	763.0	766.0		9
26.01.2009 08:00	-7.4	765.4	768.5		29
26.01.2009 02:00	-0.8	765.6	768.8		11
25.01.2009 20:00	-0.4	764.5	767.6		13
25.01.2009 14:00	1.3	761.8	764.9		11
25.01.2009 08:00	-3.2	762.3	765.4		19
25.01.2009 02:00	-1.7	761.6	764.7		19
24.01.2009 20:00	-3.5	762.0	765.2		17
24.01.2009 14:00	-0.6	762.5	765.7		13
24.01.2009 08:00	-6.8	765.2	768.4		20
24.01.2009 02:00	-7.1	768.2	771.4		15
23.01.2009 20:00	-6.9	771.6	774.8		15
23.01.2009 14:00	-7.2	773.1	776.4		12
23.01.2009 08:00	-11.7	774.9	778.2		17
23.01.2009 02:00	-11.7	773.1	776.3		15
22.01.2009 20:00	-10.6	772.0	775.2		14
22.01.2009 14:00	-6.9	767.5	770.6		9
22.01.2009 08:00	-5.7	765.0	768.2		9
22.01.2009 02:00	-1.5	757.5	760.6		46
21.01.2009 20:00	0.1	755.1	758.2		70
21.01.2009 14:00	2.4	755.3	758.4		57
21.01.2009 08:00	-3.6	760.3	763.4		69
21.01.2009 02:00	-2.7	761.4	764.5		55
20.01.2009 20:00	0.8	762.9	766.0		42
20.01.2009 14:00	8.8	761.2	764.2		19
20.01.2009 08:00	-4.4	761.8	764.9		71
20.01.2009 02:00	-4.1	760.9	764.0		62
19.01.2009 20:00	-0.1	760.8	764.0		39
19.01.2009 14:00	5.2	760.6	763.6		26
19.01.2009 08:00	-5.2	763.9	767.0		58
19.01.2009 02:00	-4.4	763.9	767.0		55
18.01.2009 20:00	2.2	763.4	766.6		31
18.01.2009 14:00	6.8	761.9	765.0		20
18.01.2009 08:00	-5.0	763.0	766.2		72
18.01.2009 02:00	-5.7	761.1	764.2		84
17.01.2009 20:00	-2.5	761.4	764.6		73
17.01.2009 14:00	-0.7	760.9	764.0		60
17.01.2009 08:00	-4.0	765.0	768.2		70
17.01.2009 02:00	-3.9	766.9	770.0		70
16.01.2009 20:00	-2.0	767.6	770.8		71
16.01.2009 14:00	1.7	766.6	769.8		26
16.01.2009 08:00	-6.5	768.2	771.4		47
16.01.2009 02:00	-7.5	767.8	771.0		49
15.01.2009 20:00	-3.8	767.0	770.2		30
15.01.2009 14:00	0.7	765.9	769.0		15
15.01.2009 08:00	-10.3	769.7	773.0		38
15.01.2009 02:00	-7.4	771.8	775.0		23
14.01.2009 20:00	-4.6	774.8	778.0		22
14.01.2009 14:00	0.1	776.6	779.8		12
14.01.2009 08:00	-9.4	779.6	782.8		27
14.01.2009 02:00	-4.7	778.0	781.1		19
13.01.2009 20:00	0.4	773.5	776.7		23
13.01.2009 14:00	5.4	768.4	771.6		14
13.01.2009 08:00	-9.1	771.4	774.7		55
13.01.2009 02:00	-8.1	773.2	776.4		43
12.01.2009 20:00	-3.0	774.4	777.6		24
12.01.2009 14:00	0.0	774.2	777.4		17
12.01.2009 08:00	-6.3	776.8	780.0		28
12.01.2009 02:00	-5.1	776.5	779.7		22
11.01.2009 20:00	-3.5	775.2	778.4		21
11.01.2009 14:00	-1.6	772.3	775.4		18
11.01.2009 08:00	-6.5	771.7	774.8		26
11.01.2009 02:00	-4.9	769.7	772.9		28
10.01.2009 20:00	0.1	766.5	769.6		23
10.01.2009 14:00	2.1	764.8	768.0		16
10.01.2009 08:00	-9.8	769.6	772.8		56
10.01.2009 02:00	-6.5	771.5	774.7		34
09.01.2009 20:00	-2.0	772.6	775.8		24
09.01.2009 14:00	-0.2	772.4	775.6		17
09.01.2009 08:00	-9.9	774.5	777.8		31
09.01.2009 02:00	-6.9	774.6	777.8		23
08.01.2009 20:00	-2.2	774.0	777.2		25
08.01.2009 14:00	-0.5	771.4	774.5		24
08.01.2009 08:00	-2.6	771.5	774.7		37
08.01.2009 02:00	-3.9	770.2	773.3		59
07.01.2009 20:00	-1.5	769.6	772.7		45
07.01.2009 14:00	2.9	769.3	772.4		23
07.01.2009 08:00	-5.4	771.4	774.5		45
07.01.2009 02:00	-6.0	771.5	774.7		61
06.01.2009 20:00	-2.0	771.1	774.2		36
06.01.2009 14:00	3.6	769.4	772.6		18
06.01.2009 08:00	-5.4	771.2	774.4		39
06.01.2009 02:00	-5.4	771.2	774.4		62
05.01.2009 20:00	-3.0	771.4	774.7		46
05.01.2009 14:00	1.1	771.1	774.2		21
05.01.2009 08:00	-7.4	772.7	776.0		40
05.01.2009 02:00	-6.3	772.0	775.2		41
04.01.2009 20:00	-4.5	771.1	774.3		58
04.01.2009 14:00	0.0	770.5	773.6		28
04.01.2009 08:00	-6.1	771.9	775.0		54
04.01.2009 02:00	-5.2	770.6	773.8		58
03.01.2009 20:00	-0.9	770.3	773.5		37
03.01.2009 14:00	1.9	769.1	772.3		25
03.01.2009 08:00	-2.7	771.0	774.2		37
03.01.2009 02:00	-5.4	771.0	774.2		53
02.01.2009 20:00	-2.0	771.6	774.8		36
02.01.2009 14:00	2.3	771.3	774.4		22
02.01.2009 08:00	-7.7	773.2	776.5		57
02.01.2009 02:00	-7.6	773.8	777.0		58
01.01.2009 20:00	-3.1	774.2	777.4		32
01.01.2009 14:00	0.6	774.0	777.2		21
01.01.2009 08:00	-7.8	776.2	779.5		38
01.01.2009 02:00	-5.9	776.0	779.2		30
31.12.2008 20:00	-1.5	774.4	777.7		21
31.12.2008 14:00	0.5	772.4	775.6		16
31.12.2008 08:00	-4.9	773.5	776.6		30
31.12.2008 02:00	-3.8	772.6	775.8		29
30.12.2008 20:00	-1.3	772.1	775.3		25
30.12.2008 14:00	1.1	770.7	773.8		20
30.12.2008 08:00	-4.5	771.2	774.4		28
30.12.2008 02:00	-3.6	770.6	773.7		26
29.12.2008 20:00	-1.2	768.5	771.7		22
29.12.2008 14:00	1.2	766.4	769.6		17
29.12.2008 08:00	-3.4	767.8	770.9		25
29.12.2008 02:00	-2.1	767.7	770.8		27
28.12.2008 20:00	-2.4	767.1	770.2		74
28.12.2008 14:00	0.0	766.0	769.1		67
28.12.2008 08:00	-3.3	768.2	771.3		71
28.12.2008 02:00	-3.6	767.8	770.9		67
27.12.2008 20:00	-1.8	766.9	770.0		45
27.12.2008 14:00	2.0	765.4	768.5		31
27.12.2008 08:00	-4.3	765.5	768.7		61
27.12.2008 02:00	-1.4	765.4	768.6		36
26.12.2008 20:00	-0.1	766.6	769.8		30
26.12.2008 14:00	2.0	767.8	770.9		24
26.12.2008 08:00	-6.8	770.6	773.8		52
26.12.2008 02:00	-6.8	771.8	775.0		48
25.12.2008 20:00	-1.5	771.4	774.6		27
25.12.2008 14:00	2.8	771.0	774.2		15
25.12.2008 08:00	-2.5	771.8	774.9		27
25.12.2008 02:00	-1.2	769.6	772.7		24
24.12.2008 20:00	1.9	766.6	769.7		24
24.12.2008 14:00	4.9	761.8	764.9		11
24.12.2008 08:00	-6.0	761.8	765.0		49
24.12.2008 02:00	-6.7	761.8	765.0		53
23.12.2008 20:00	-2.1	762.9	766.0		34
23.12.2008 14:00	4.0	764.0	767.1		12
23.12.2008 08:00	-8.7	767.4	770.6		49
23.12.2008 02:00	-8.1	768.4	771.6		44
22.12.2008 20:00	-4.1	769.0	772.3		25
22.12.2008 14:00	-1.6	769.4	772.6		12
22.12.2008 08:00	-12.7	774.3	777.6		32
22.12.2008 02:00	-12.0	778.0	781.4		27
21.12.2008 20:00	-10.0	780.2	783.4		15
21.12.2008 14:00	-8.8	779.7	782.9		14
21.12.2008 08:00	-10.4	777.8	781.0		16
21.12.2008 02:00	-4.1	770.3	773.5		84
20.12.2008 20:00	-1.6	766.7	769.9		23
20.12.2008 14:00	1.0	766.0	769.1		12
20.12.2008 08:00	-5.3	767.9	771.1		24
20.12.2008 02:00	-1.6	767.1	770.2		16
19.12.2008 20:00	1.3	765.5	768.7		16
19.12.2008 14:00	5.5	761.6	764.6		10
19.12.2008 08:00	-3.0	758.7	761.8		45
19.12.2008 02:00	-4.0	758.8	761.9		44
18.12.2008 20:00	0.1	762.6	765.8		27
18.12.2008 14:00	3.1	764.6	767.7		19
18.12.2008 08:00	-5.9	768.5	771.7		37
18.12.2008 02:00	-2.5	769.4	772.6		22
17.12.2008 20:00	0.4	768.4	771.5		17
17.12.2008 14:00	3.6	767.3	770.4		13
17.12.2008 08:00	0.5	767.4	770.6		29
17.12.2008 02:00	5.0	762.9	766.0		19
16.12.2008 20:00	-0.5	759.4	762.6		76
16.12.2008 14:00	4.5	756.7	759.8		52
16.12.2008 08:00	-3.7	758.8	761.8		73
16.12.2008 02:00	-2.7	759.8	762.8		68
15.12.2008 20:00	2.2	760.8	763.9		44
15.12.2008 14:00	9.9	761.0	764.0		20
15.12.2008 08:00	-4.2	764.0	767.1		74
15.12.2008 02:00	-3.4	764.0	767.0		69
14.12.2008 20:00	2.6	764.2	767.3		39
14.12.2008 14:00	6.8	764.4	767.5		23
14.12.2008 08:00	-5.7	767.0	770.2		88
14.12.2008 02:00	-4.6	768.1	771.2		79
13.12.2008 20:00	-1.2	770.0	773.1		57
13.12.2008 14:00	3.5	770.9	774.1		13
13.12.2008 08:00	-3.3	773.6	776.8		41
13.12.2008 02:00	-2.3	773.0	776.2		37
12.12.2008 20:00	0.6	770.8	773.9		56
12.12.2008 14:00	3.4	767.0	770.1		52
12.12.2008 08:00	-2.5	764.6	767.8		81
12.12.2008 02:00	-3.0	762.2	765.3		86
11.12.2008 20:00	-1.6	760.4	763.5		80
11.12.2008 14:00	1.5	759.2	762.2		65
11.12.2008 08:00	-5.4	762.8	766.0		77
11.12.2008 02:00	-3.7	765.4	768.5		70
10.12.2008 20:00	-0.4	767.6	770.8		70
10.12.2008 14:00	2.5	765.7	768.8		45
10.12.2008 08:00	0.8	765.8	768.9		60
10.12.2008 02:00	3.0	763.3	766.4		54
09.12.2008 20:00	2.9	760.4	763.4		45
09.12.2008 14:00	7.4	757.0	760.1		28
09.12.2008 08:00	-0.5	756.4	759.5		52
09.12.2008 02:00	0.0	755.0	758.0		49
08.12.2008 20:00	2.4	755.1	758.2		39
08.12.2008 14:00	7.0	754.5	757.6		25
08.12.2008 08:00	-2.3	757.8	760.9		60
08.12.2008 02:00	-2.9	759.4	762.4		55
07.12.2008 20:00	1.0	760.6	763.7		38
07.12.2008 14:00	4.3	759.8	762.8		23
07.12.2008 08:00	-6.3	762.0	765.2		59
07.12.2008 02:00	-5.0	762.4	765.6		46
06.12.2008 20:00	0.6	764.3	767.5		26
06.12.2008 14:00	1.4	766.2	769.4		21
06.12.2008 08:00	-7.0	770.6	773.8		33
06.12.2008 02:00	-5.8	771.8	775.0		26
05.12.2008 20:00	-3.5	772.1	775.4		20
05.12.2008 14:00	-2.6	771.1	774.3		13
05.12.2008 08:00	-9.6	774.9	778.2		22
05.12.2008 02:00	-8.8	775.5	778.7		19
04.12.2008 20:00	-8.6	777.2	780.4		15
04.12.2008 14:00	-2.8	772.7	775.9		13
04.12.2008 08:00	-1.2	771.4	774.4		26
04.12.2008 02:00	1.4	768.1	771.2		26
03.12.2008 20:00	6.7	764.5	767.6		21
03.12.2008 14:00	10.1	760.0	763.0		23
03.12.2008 08:00	4.5	759.4	762.5		56
03.12.2008 02:00	2.4	758.0	761.0		75
02.12.2008 20:00	2.6	758.2	761.2		56
02.12.2008 14:00	9.1	758.3	761.4		29
02.12.2008 08:00	0.3	761.8	764.9		43
02.12.2008 02:00	0.2	762.2	765.2		46
01.12.2008 20:00	7.8	760.6	763.6		14
01.12.2008 14:00	13.0	758.6	761.6		12
01.12.2008 08:00	6.9	758.3	761.3		35
01.12.2008 02:00	1.5	757.4	760.4		70
30.11.2008 20:00	4.6	759.3	762.4		53
30.11.2008 14:00	12.3	760.3	763.3		28
30.11.2008 08:00	0.5	763.8	766.9		63
30.11.2008 02:00	2.0	764.0	767.0		58
29.11.2008 20:00	8.4	764.1	767.2		31
29.11.2008 14:00	12.1	763.9	766.9		21
29.11.2008 08:00	2.1	766.4	769.5		44
29.11.2008 02:00	6.8	765.8	768.8		25
28.11.2008 20:00	7.1	764.8	767.8		29
28.11.2008 14:00	11.0	759.6	762.6		22
28.11.2008 08:00	-0.1	761.4	764.5		53
28.11.2008 02:00	-0.7	763.3	766.4		45
27.11.2008 20:00	3.8	764.8	767.9		27
27.11.2008 14:00	7.7	766.1	769.2		17
27.11.2008 08:00	1.5	768.9	772.0		26
27.11.2008 02:00	1.7	769.0	772.0		29
26.11.2008 20:00	4.0	768.3	771.4		21
26.11.2008 14:00	8.3	763.7	766.8		23
26.11.2008 08:00	1.3	763.3	766.4		63
26.11.2008 02:00	0.9	763.4	766.5		61
25.11.2008 20:00	4.8	765.4	768.4		45
25.11.2008 14:00	9.9	765.8	768.8		25
25.11.2008 08:00	5.0	768.1	771.2		34
25.11.2008 02:00	5.9	767.1	770.1		30
24.11.2008 20:00	6.2	765.7	768.8		59
24.11.2008 14:00	10.9	763.4	766.4		40
24.11.2008 08:00	4.4	765.0	768.1		57
24.11.2008 02:00	3.8	765.6	768.7		52
23.11.2008 20:00	5.0	767.0	770.0		49
23.11.2008 14:00	7.3	767.2	770.3		42
23.11.2008 08:00	0.9	768.6	771.7		62
23.11.2008 02:00	0.4	767.6	770.7		68
22.11.2008 20:00	4.1	765.8	768.9		57
22.11.2008 14:00	12.7	764.2	767.3		20
22.11.2008 08:00	0.0	766.1	769.2		62
22.11.2008 02:00	-0.7	766.2	769.3		64
21.11.2008 20:00	6.2	766.9	770.0		32
21.11.2008 14:00	11.2	767.0	770.1		19
21.11.2008 08:00	1.9	768.7	771.8		44
21.11.2008 02:00	1.4	766.8	769.9		43
20.11.2008 20:00	8.4	763.9	767.0		21
20.11.2008 14:00	13.7	761.4	764.5		14
20.11.2008 08:00	-3.1	762.8	765.9		68
20.11.2008 02:00	-2.9	764.7	767.8		62
19.11.2008 20:00	1.2	767.1	770.2		40
19.11.2008 14:00	3.7	768.4	771.5		25
19.11.2008 08:00	-3.5	772.0	775.1		46
19.11.2008 02:00	-2.8	771.1	774.2		29
18.11.2008 20:00	0.9	770.8	773.9		23
18.11.2008 14:00	3.9	768.4	771.4		19
18.11.2008 08:00	-1.3	769.0	772.1		25
18.11.2008 02:00	0.9	769.0	772.1		18
17.11.2008 20:00	4.7	767.6	770.6		16
17.11.2008 14:00	7.1	765.8	768.9		14
17.11.2008 08:00	-0.1	767.8	770.9		39
17.11.2008 02:00	1.6	766.8	769.9		22
16.11.2008 20:00	7.4	764.3	767.4		18
16.11.2008 14:00	10.4	760.4	763.4		23
16.11.2008 08:00	1.3	763.3	766.4		46
16.11.2008 02:00	0.0	764.3	767.4		58
15.11.2008 20:00	5.3	763.9	766.9		24
15.11.2008 14:00	11.9	762.5	765.5		15
15.11.2008 08:00	9.5	762.5	765.5		30
15.11.2008 02:00	2.5	761.1	764.1		94
14.11.2008 20:00	6.2	762.6	765.7		85
14.11.2008 14:00	10.3	763.4	766.4		62
14.11.2008 08:00	4.7	765.9	768.9		43
14.11.2008 02:00	7.4	765.8	768.8		25
13.11.2008 20:00	10.6	764.3	767.3		19
13.11.2008 14:00	15.0	763.4	766.4		11
13.11.2008 08:00	5.3	764.5	767.6		84
13.11.2008 02:00	7.7	762.8	765.8		72
12.11.2008 20:00	8.4	763.6	766.7		65
12.11.2008 14:00	10.2	763.6	766.6		53
12.11.2008 08:00	4.1	765.1	768.2		83
12.11.2008 02:00	4.0	765.1	768.2		83
11.11.2008 20:00	5.0	765.2	768.2		79
11.11.2008 14:00	9.8	764.8	767.9		50
11.11.2008 08:00	1.5	767.2	770.3		84
11.11.2008 02:00	1.7	767.6	770.7		82
10.11.2008 20:00	5.8	768.2	771.2		61
10.11.2008 14:00	12.2	768.2	771.2		40
10.11.2008 08:00	2.0	770.8	773.9		78
10.11.2008 02:00	1.1	770.8	773.9		82
09.11.2008 20:00	7.0	770.3	773.4		48
09.11.2008 14:00	13.7	769.0	772.1		24
09.11.2008 08:00	2.3	771.5	774.6		81
09.11.2008 02:00	0.1	770.6	773.6		84
08.11.2008 20:00	4.7	770.6	773.7		57
08.11.2008 14:00	7.1	769.6	772.6		30
08.11.2008 08:00	5.3	770.1	773.2		50
08.11.2008 02:00	4.1	769.6	772.6		62
07.11.2008 20:00	8.4	768.4	771.5		47
07.11.2008 14:00	12.4	766.7	769.7		28
07.11.2008 08:00	7.8	768.1	771.1		49
07.11.2008 02:00	11.8	764.2	767.2		28
06.11.2008 20:00	13.9	760.6	763.6		34
06.11.2008 14:00	20.6	758.0	760.9		18
06.11.2008 08:00	10.4	758.7	761.7		48
06.11.2008 02:00	14.6	757.7	760.6		24
05.11.2008 20:00	10.2	756.9	759.9		65
05.11.2008 14:00	17.8	756.8	759.8		31
05.11.2008 08:00	6.3	759.7	762.7		69
05.11.2008 02:00	4.8	759.1	762.1		80
04.11.2008 20:00	8.3	759.2	762.2		65
04.11.2008 14:00	15.8	758.8	761.8		27
04.11.2008 08:00	4.7	761.8	764.8		65
04.11.2008 02:00	7.3	762.0	765.0		43
03.11.2008 20:00	10.7	763.0	766.0		28
03.11.2008 14:00	15.5	762.9	765.9		17
03.11.2008 08:00	11.6	763.7	766.7		27
03.11.2008 02:00	9.5	761.0	764.0		28
02.11.2008 20:00	12.0	756.7	759.7		39
02.11.2008 14:00	17.1	754.4	757.4		20
02.11.2008 08:00	7.3	758.8	761.8		45
02.11.2008 02:00	5.7	759.8	762.8		51
01.11.2008 20:00	11.7	761.0	764.0		27
01.11.2008 14:00	18.1	757.1	760.0		17
01.11.2008 08:00	5.4	757.5	760.5		70
01.11.2008 02:00	5.6	759.9	762.9		61
31.10.2008 20:00	11.6	761.8	764.8		33
31.10.2008 14:00	17.6	762.2	765.2		18
31.10.2008 08:00	10.8	763.8	766.8		40
31.10.2008 02:00	5.6	762.4	765.4		83
30.10.2008 20:00	9.7	761.0	764.0		70
30.10.2008 14:00	12.8	761.0	764.0		48
30.10.2008 08:00	6.1	764.3	767.3		78
30.10.2008 02:00	6.4	764.2	767.2		74
29.10.2008 20:00	8.8	764.2	767.2		55
29.10.2008 14:00	8.9	763.2	766.2		46
29.10.2008 08:00	9.4	763.7	766.7		47
29.10.2008 02:00	11.6	760.5	763.4		56
28.10.2008 20:00	13.5	758.2	761.2		54
28.10.2008 14:00	18.4	758.0	760.9		26
28.10.2008 08:00	8.5	760.7	763.7		62
28.10.2008 02:00	7.2	760.9	763.8		58
27.10.2008 20:00	12.5	761.9	764.9		32
27.10.2008 14:00	18.1	763.4	766.4		18
27.10.2008 08:00	12.0	766.4	769.4		23
27.10.2008 02:00	9.1	765.0	768.0		37
26.10.2008 20:00	14.3	763.2	766.1		22
26.10.2008 14:00	16.8	761.6	764.6		18
26.10.2008 08:00	13.1	762.8	765.8		21
26.10.2008 02:00	8.8	761.6	764.6		34
25.10.2008 20:00	14.4	760.4	763.4		16
25.10.2008 14:00	15.6	759.1	762.1		13
25.10.2008 08:00	8.2	758.7	761.7		58
25.10.2008 02:00	8.1	758.0	761.0		58
24.10.2008 20:00	10.4	759.3	762.3		38
24.10.2008 14:00	14.0	761.4	764.4		14
24.10.2008 08:00	6.7	764.8	767.8		30
24.10.2008 02:00	7.7	765.2	768.2		20
23.10.2008 20:00	9.6	764.0	767.0		22
23.10.2008 14:00	13.3	761.0	764.0		21
23.10.2008 08:00	11.5	760.2	763.1		32
23.10.2008 02:00	12.6	757.8	760.7		38
22.10.2008 20:00	17.3	756.5	759.4		86
22.10.2008 14:00	18.9	757.4	760.4		73
22.10.2008 08:00	16.7	759.7	762.6		85
22.10.2008 02:00	16.9	759.2	762.1		87
21.10.2008 20:00	17.7	759.2	762.2		81
21.10.2008 14:00	20.5	758.5	761.4		56
21.10.2008 08:00	15.4	760.3	763.2		76
21.10.2008 02:00	14.6	760.1	763.0		80
20.10.2008 20:00	17.4	760.4	763.3		75
20.10.2008 14:00	20.1	760.4	763.4		53
20.10.2008 08:00	11.4	762.2	765.2		80
20.10.2008 02:00	10.5	761.6	764.6		80
19.10.2008 20:00	17.7	761.4	764.3		44
19.10.2008 14:00	24.3	761.2	764.2		30
19.10.2008 02:00	10.8	763.1	766.0		92
18.10.2008 20:00	15.1	762.6	765.5		72
18.10.2008 14:00	20.6	761.5	764.4		47
18.10.2008 08:00	15.0	762.4	765.4		81
18.10.2008 02:00	15.7	761.0	764.0		69
17.10.2008 20:00	17.0	762.2	765.2		82
17.10.2008 14:00	23.3	762.0	764.9		53
17.10.2008 08:00	13.6	763.7	766.6		70
17.10.2008 02:00	13.3	762.8	765.7		76
16.10.2008 20:00	16.9	762.0	764.9		61
16.10.2008 14:00	25.2	761.4	764.2		24
16.10.2008 08:00	14.9	763.0	765.9		56
16.10.2008 02:00	15.6	762.4	765.3		60
15.10.2008 20:00	18.9	761.8	764.7		36
15.10.2008 14:00	26.7	761.2	764.0		14
15.10.2008 08:00	15.1	762.5	765.4		69
15.10.2008 02:00	13.7	760.6	763.6		79
14.10.2008 20:00	17.3	759.8	762.8		65
14.10.2008 14:00	24.9	758.8	761.8		29
14.10.2008 08:00	12.7	760.2	763.1		86
14.10.2008 02:00	10.8	758.8	761.7		92
13.10.2008 20:00	15.4	757.0	759.9		70
13.10.2008 14:00	22.6	755.2	758.2		40
13.10.2008 08:00	12.6	757.5	760.4		80
13.10.2008 02:00	11.5	757.5	760.4		81
12.10.2008 20:00	17.6	758.6	761.5		53
12.10.2008 14:00	23.2	759.3	762.2		29
12.10.2008 08:00	12.8	762.2	765.2		66
12.10.2008 02:00	8.8	762.8	765.8		84
11.10.2008 20:00	15.4	764.0	767.0		46
11.10.2008 14:00	21.8	765.2	768.1		24
11.10.2008 08:00	13.3	768.4	771.4		55
11.10.2008 02:00	10.0	768.2	771.2		64
10.10.2008 20:00	15.4	766.6	769.6		44
10.10.2008 14:00	20.4	765.6	768.6		21
10.10.2008 08:00	14.0	766.4	769.4		44
10.10.2008 02:00	8.2	764.0	767.0		92
09.10.2008 20:00	11.2	761.8	764.8		90
09.10.2008 14:00	15.5	760.5	763.4		60
09.10.2008 08:00	11.4	763.1	766.1		65
09.10.2008 02:00	10.1	762.5	765.4		80
08.10.2008 20:00	13.2	760.6	763.6		62
08.10.2008 14:00	21.7	758.9	761.8		16
08.10.2008 08:00	15.6	759.4	762.4		49
08.10.2008 02:00	13.4	758.0	761.0		82
07.10.2008 20:00	16.3	759.2	762.2		60
07.10.2008 14:00	18.7	760.2	763.1		45
07.10.2008 08:00	10.8	763.0	766.0		72
07.10.2008 02:00	9.8	762.0	764.9		69
06.10.2008 20:00	13.7	761.7	764.7		50
06.10.2008 14:00	18.5	761.7	764.6		30
06.10.2008 08:00	11.1	763.6	766.6		72
06.10.2008 02:00	8.8	762.7	765.7		93
05.10.2008 20:00	12.5	762.3	765.3		79
05.10.2008 14:00	12.1	760.8	763.8		80
05.10.2008 08:00	10.3	760.0	763.0		89
05.10.2008 02:00	10.8	759.3	762.2		90
04.10.2008 20:00	14.1	760.0	762.9		62
04.10.2008 14:00	15.9	760.7	763.6		57
04.10.2008 08:00	15.6	762.6	765.5		70
04.10.2008 02:00	15.8	762.7	765.6		72
03.10.2008 20:00	17.3	761.8	764.7		55
03.10.2008 14:00	22.5	761.0	764.0		38
03.10.2008 08:00	18.6	761.4	764.3		50
03.10.2008 02:00	16.4	757.4	760.2		90
02.10.2008 20:00	20.0	756.2	759.1		74
02.10.2008 14:00	25.2	756.3	759.2		55
02.10.2008 08:00	15.9	757.8	760.7		93
02.10.2008 02:00	15.3	757.5	760.4		93
01.10.2008 20:00	18.5	757.6	760.6		82
01.10.2008 14:00	23.5	758.3	761.2		58
01.10.2008 08:00	14.6	761.1	764.0		87
01.10.2008 02:00	13.4	761.3	764.2		90
30.09.2008 20:00	18.5	761.2	764.2		77
30.09.2008 14:00	23.1	760.7	763.6		42
30.09.2008 08:00	13.9	760.7	763.6		90
30.09.2008 02:00	12.5	759.6	762.5		92
29.09.2008 20:00	14.7	759.3	762.2		82
29.09.2008 14:00	16.5	759.3	762.2		71
29.09.2008 08:00	13.1	761.6	764.6		86
29.09.2008 02:00	11.0	761.8	764.8		89
28.09.2008 20:00	14.3	762.2	765.1		77
28.09.2008 14:00	18.1	761.9	764.8		63
28.09.2008 08:00	14.1	763.6	766.6		77
28.09.2008 02:00	12.9	763.7	766.6		87
27.09.2008 20:00	15.3	763.7	766.6		63
27.09.2008 14:00	19.6	763.6	766.5		39
27.09.2008 02:00	12.1	765.2	768.2		68
26.09.2008 20:00	15.4	765.3	768.2		43
26.09.2008 14:00	19.9	766.0	768.9		21
26.09.2008 08:00	15.0	768.4	771.3		31
26.09.2008 02:00	16.1	765.7	768.6		24
25.09.2008 20:00	19.8	761.7	764.6		23
25.09.2008 14:00	22.6	759.2	762.2		28
25.09.2008 08:00	14.5	759.8	762.8		77
25.09.2008 02:00	11.7	757.6	760.6		89
24.09.2008 20:00	11.9	758.6	761.6		88
24.09.2008 14:00	11.7	760.6	763.5		87
24.09.2008 08:00	11.6	763.6	766.6		81
24.09.2008 02:00	14.9	762.7	765.6		78
23.09.2008 20:00	17.8	763.0	766.0		41
23.09.2008 14:00	19.7	763.6	766.6		27
23.09.2008 08:00	17.0	765.0	767.9		30
23.09.2008 02:00	19.0	761.6	764.4		27
22.09.2008 20:00	23.0	758.2	761.0		38
22.09.2008 08:00	20.3	752.6	755.5		86
22.09.2008 02:00	19.5	751.6	754.5		93
21.09.2008 20:00	20.0	753.0	755.8		90
21.09.2008 14:00	23.9	753.9	756.8		73
21.09.2008 02:00	19.8	754.8	757.6		90
20.09.2008 20:00	23.9	753.9	756.8		71
20.09.2008 14:00	27.7	753.4	756.2		54
20.09.2008 02:00	17.5	755.1	758.0		93
19.09.2008 20:00	20.0	755.4	758.2		83
19.09.2008 14:00	21.5	755.6	758.4		74
19.09.2008 08:00	21.9	756.6	759.4		74
19.09.2008 02:00	21.4	756.3	759.2		87
18.09.2008 20:00	23.6	755.8	758.7		63
18.09.2008 14:00	28.5	755.3	758.2		35
18.09.2008 08:00	22.4	756.4	759.2		63
18.09.2008 02:00	20.6	754.5	757.4		87
17.09.2008 20:00	23.9	752.9	755.8		80
17.09.2008 14:00	26.9	752.9	755.8		61
17.09.2008 08:00	19.9	754.4	757.3		84
17.09.2008 02:00	18.9	754.9	757.7		88
16.09.2008 20:00	18.8	754.5	757.4		90
16.09.2008 14:00	28.3	753.2	756.1		58
16.09.2008 08:00	20.7	754.8	757.6		84
16.09.2008 02:00	20.5	753.7	756.4		85
15.09.2008 20:00	25.3	753.5	756.4		66
15.09.2008 14:00	30.2	753.2	756.0		36
15.09.2008 08:00	20.1	755.1	758.0		81
15.09.2008 02:00	18.8	755.6	758.5		86
14.09.2008 20:00	25.1	755.6	758.5		63
14.09.2008 14:00	28.1	756.6	759.4		50
14.09.2008 08:00	20.3	759.3	762.2		76
14.09.2008 02:00	19.2	759.5	762.4		80
13.09.2008 14:00	26.5	759.1	761.9		55
13.09.2008 08:00	21.1	760.0	762.8		71
13.09.2008 02:00	20.6	758.2	761.0		68
12.09.2008 20:00	23.6	755.5	758.3		60
12.09.2008 14:00	31.6	754.0	756.8		25
12.09.2008 08:00	22.5	754.7	757.6		62
12.09.2008 02:00	18.5	753.8	756.6		85
11.09.2008 20:00	24.2	753.8	756.7		54
11.09.2008 14:00	29.3	754.2	757.0		34
11.09.2008 08:00	20.5	756.2	759.1		66
